                                                                                                                                                                                                                                                                
                        1                        2
                   M_star               freq_units
  0.3182720000000000E+034UHZ                      
                        1                        2                        3
                      -19  0.1517513896270684E+002  0.0000000000000000E+000
                      -18  0.1596188209101542E+002  0.0000000000000000E+000
                      -17  0.1682882599938206E+002  0.0000000000000000E+000
                      -16  0.1776575410491081E+002  0.0000000000000000E+000
                      -15  0.1875535092400143E+002  0.0000000000000000E+000
                      -14  0.1983708707978009E+002  0.0000000000000000E+000
                      -13  0.2112333933197866E+002  0.0000000000000000E+000
                      -12  0.2269180772368899E+002  0.0000000000000000E+000
                      -11  0.2458923012301861E+002  0.0000000000000000E+000
                      -10  0.2689127179206051E+002  0.0000000000000000E+000
                       -8  0.3332623757360192E+002  0.0000000000000000E+000
                       -7  0.3797964193754668E+002  0.0000000000000000E+000
                       -6  0.4419707559504418E+002  0.0000000000000000E+000
                       -5  0.5278044557025999E+002  0.0000000000000000E+000
